Year,Country_Name,net_carbon_stock_change,surface_pct,country_global_emissions,CO2_aviation_sum,precipitation_m3,variation_temp_deg,terres_agricoles_perc,Aviation_perc,Global_Emissions_30perc,Global_Emissions_55perc
2016,Lithuania,-6.030210266666662,34.96056959,14.150360000000001,0.28831,44760.99755875,1.7492500000000002,47.1552632419144,2.037474664955521,9.905252,6.367662
2017,Lithuania,-6.030210266666662,35.05691161,14.4437,0.31913,44760.99755875,1.6056666666666668,46.8590859022046,2.2094754114250508,10.110589999999998,6.499665
2018,Lithuania,-6.030210266666662,35.0950024,14.710370000000001,0.37998000000000004,44760.99755875,2.251416666666666,47.0541274149768,2.583075748604556,10.297259,6.619666500000001
2019,Lithuania,-6.030210266666662,33.183135731724136,14.90916,0.37195,44760.99755875,2.9218333333333333,47.95229471317803,2.4947750242133018,10.436411999999999,6.709122
2020,Lithuania,-6.030210266666662,33.183135731724136,16.426265666666662,0.19035833333333332,44760.99755875,3.248,47.95229471317803,1.1588655461698876,11.498385966666662,7.391819549999998
1990,Malta,-1.228107649853e-07,1.09375,3.50034,0.19816,190.5200043,0.9716666666666668,40.625,5.661164344035151,2.4502379999999997,1.575153
1991,Malta,-1.228107649853e-07,1.09375,3.4039300000000003,0.18724000000000002,175.0599976,0.023500000000000004,40.625,5.500700660706888,2.3827510000000003,1.5317685
1992,Malta,-1.228107649853e-07,1.09375,3.76476,0.24566,155.0599976,0.4971666666666667,40.625,6.5252499495319745,2.6353319999999996,1.694142
1993,Malta,-1.228107649853e-07,1.09375,4.60808,0.2518,149.47000119999996,0.5779166666666667,40.625,5.464314855644869,3.225656,2.073636
1994,Malta,-1.228107649853e-07,1.09375,4.48268,0.31022,209.38000490000002,1.3957500000000005,40.625,6.920413681101483,3.137876,2.0172060000000003
1995,Malta,-1.228107649853e-07,1.09375,4.31829,0.33174000000000003,219.94000240000003,0.5044166666666667,34.375,7.682207540484775,3.022803,1.9432305
1996,Malta,-1.228107649853e-07,1.09375,4.4767,0.32865999999999995,197.02999880000002,0.5532499999999999,34.375,7.341568566131301,3.13369,2.0145150000000003
1997,Malta,-1.228107649853e-07,1.09375,4.66179,0.34511,282.6600037,0.9636666666666668,31.25,7.402950368849733,3.2632529999999997,2.0978055
1998,Malta,-1.228107649853e-07,1.09375,4.7294,0.33161,108.5500031,0.7063333333333331,28.125,7.011671670825052,3.31058,2.1282300000000003
1999,Malta,-1.228107649853e-07,1.09375,4.9945900000000005,0.34024,227.1100006,1.383916666666667,28.125,6.812170768771809,3.496213,2.2475655000000003
2000,Malta,-1.228107649853e-07,1.09375,5.01157,0.32735000000000003,142.7400055,1.1551666666666671,28.125,6.531885217606459,3.5080989999999996,2.2552065
2001,Malta,-4.4946247020470003e-07,1.09375,5.22504,0.27644,106.8700027,1.43825,31.25,5.290677200557316,3.6575279999999997,2.351268
2002,Malta,-4.4946247020470003e-07,1.09375,5.68469,0.25596,143.5,1.0860833333333333,31.25,4.502620195648311,3.9792829999999997,2.5581105
2003,Malta,-4.4946247020470003e-07,1.09375,6.10335,0.25695999999999997,284.5799866000001,1.3095,32.5,4.210146886545914,4.272345,2.7465075
2004,Malta,-4.4946247020470003e-07,1.09375,6.2312400000000014,0.26276,145.82000730000001,0.7575,31.25,4.216817198503025,4.361868,2.804058000000001
2005,Malta,-4.4946247020470003e-07,1.09375,4.98968,0.26658999999999994,159.78999330000005,0.47025,29.0625,5.34282759615847,3.4927759999999997,2.245356
2006,Malta,-4.4946247020470003e-07,1.09375,5.29509,0.26955,170.63000490000005,1.0549166666666667,28.75,5.090565032888959,3.7065629999999996,2.3827905
2007,Malta,-4.4946247020470003e-07,1.09375,5.67274,0.28296,196.0599976,1.182,29.0625,4.988065731903807,3.9709179999999997,2.552733
2008,Malta,-4.4946247020470003e-07,1.09375,5.90423,0.29027,158.1999969,1.1985833333333331,29.0625,4.916305767221128,4.132961,2.6569035000000003
2009,Malta,-4.4946247020470003e-07,1.09375,6.33654,0.2710400000000001,214.99000550000002,0.996,29.0625,4.277413225514241,4.435578,2.851443
2010,Malta,-4.4946247020470003e-07,1.09375,7.4382899999999985,0.30465,162.13000490000005,0.9716666666666668,32.28125,4.09569941478485,5.206802999999999,3.3472304999999993
2011,Malta,-3.0491228118820004e-07,1.09375,7.027239999999999,0.31264000000000003,186.7700043,0.8314166666666667,32.28125,4.448972854207343,4.919067999999999,3.1622579999999996
2012,Malta,-3.0491228118820004e-07,1.09375,6.8102300000000024,0.29804,164.08000180000005,1.2608333333333337,32.1875,4.376357333012247,4.7671610000000015,3.0646035000000014
2013,Malta,-3.0491228118820004e-07,1.09375,6.5095800000000015,0.31335,151.53999330000005,1.2165833333333331,31.96875,4.813674614952116,4.556706000000001,2.9293110000000007
2014,Malta,-3.0491228118820004e-07,1.09375,6.7870300000000015,0.33223,159.36999509999995,1.4861666666666669,31.96875,4.895071923949062,4.750921000000001,3.054163500000001
